Questions,Answers,Intent
नेपाल सरकारलाई बुझाउनुपर्ने राजस्व आर्थिक निकायिङ प्रणालीमार्फत कसरी बुझाउन सकिन्छ  सम्बन्धमा प्रकाश पार्नुहोस् ?,"नेपाल सरकारको राजस्व नेपाल राष्ट्र बैंकको बैंकिङ विभाग र प्रदेशस्थित कार्यालयमा बुझाउन सकिन्छ । यसका अतिरिक्त राजस्व सङ्कलन कार्यको लागि कार्यालयगत रूपमा सम्बन्धित वाणिज्य बैंकहरुलाई समेत अनुमति प्रदान गरिएको छ । जुन प्रयोजनका लागि राजस्व बुझाउनुपर्ने हो, सोही प्रयोजनका लागि तोकिएको बैंक शाखा/ काउण्टरबाट मात्र राजस्व बुझाउन सकिन्छ । केही कार्यालयहरूको राजस्व भने नेपाल क्लियरिङ हाउस लिमिटेड (NCHL) ले सञ्चालनमा ल्याएको Connect IPS तथा महालेखा नियन्त्रक कार्यालयले सञ्चालनमा ल्याएको rajaswa.fcgo.gov.np मा लग इन गरी बुझाउन सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
नेपाल सरकारलाई बुझाउनुपर्ने राजस्व वित्तीय बोर्डिङ प्रणालीमार्फत कसरी बुझाउन सकुन कारणले्छ ?,"नेपाल सरकारको राजस्व नेपाल राष्ट्र बैंकको बैंकिङ विभाग र प्रदेशस्थित कार्यालयमा बुझाउन सकिन्छ । यसका अतिरिक्त राजस्व सङ्कलन कार्यको लागि कार्यालयगत रूपमा सम्बन्धित वाणिज्य बैंकहरुलाई समेत अनुमति प्रदान गरिएको छ । जुन प्रयोजनका लागि राजस्व बुझाउनुपर्ने हो, सोही प्रयोजनका लागि तोकिएको बैंक शाखा/ काउण्टरबाट मात्र राजस्व बुझाउन सकिन्छ । केही कार्यालयहरूको राजस्व भने नेपाल क्लियरिङ हाउस लिमिटेड (NCHL) ले सञ्चालनमा ल्याएको Connect IPS तथा महालेखा नियन्त्रक कार्यालयले सञ्चालनमा ल्याएको rajaswa.fcgo.gov.np मा लग इन गरी बुझाउन सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
बैंकिङ विभागबाट कसरी विदेशी मुद्रा सटही गर्न सकिन्छ ?,"नेपाली नागरिकलाई भारतबाहेक अन्य मुलुकहरुको भ्रमणमा जाँदा आवश्यक पर्ने कागजात तथा यस बैंकले तोकेको अन्य आवश्यक कागजातको आधारमा विदेशी मुद्राको नगद मौज्दातको अवस्था हेरी प्रतिपटक अधिकतम अमेरिकी डलर २५००।– वा सोबराबरको परिवर्त्य विदेशी मुद्रा बैंकिङ विभागबाट सटही गर्न सकिन्छ । तर, यस्तो सटही सुविधा एक वर्षमा २ पटक नबढ्ने गरी मात्र प्रदान हुनेछ । साथै, कुनै पनि नेपाली नागरिकसँग भएको विदेशी मुद्रा सटही गर्न आम्दानीको स्रोत खुलेको विवरण, राहदानीको छविचित्र र तोकिएको अन्य कागजातसहित यस बैंकको बैंकिङ विभागमा सम्पर्क गर्नुपर्नेछ । बैंकिङ विभागले अधिकतम अमेरिकी डलर ५,०००।– सटही गरी ने.रु. उपलब्ध गराउनेछ । View More",मुद्रा तथा बैंकिङ्ग
बैंकिङ विभागबाट कस्तो विधिले फरेन करेन्सी सटही गर्न सकिन्छ ?,"नेपाली नागरिकलाई भारतबाहेक अन्य मुलुकहरुको भ्रमणमा जाँदा आवश्यक पर्ने कागजात तथा यस बैंकले तोकेको अन्य आवश्यक कागजातको आधारमा विदेशी मुद्राको नगद मौज्दातको अवस्था हेरी प्रतिपटक अधिकतम अमेरिकी डलर २५००।– वा सोबराबरको परिवर्त्य विदेशी मुद्रा बैंकिङ विभागबाट सटही गर्न सकिन्छ । तर, यस्तो सटही सुविधा एक वर्षमा २ पटक नबढ्ने गरी मात्र प्रदान हुनेछ । साथै, कुनै पनि नेपाली नागरिकसँग भएको विदेशी मुद्रा सटही गर्न आम्दानीको स्रोत खुलेको विवरण, राहदानीको छविचित्र र तोकिएको अन्य कागजातसहित यस बैंकको बैंकिङ विभागमा सम्पर्क गर्नुपर्नेछ । बैंकिङ विभागले अधिकतम अमेरिकी डलर ५,०००।– सटही गरी ने.रु. उपलब्ध गराउनेछ । View More",मुद्रा तथा बैंकिङ्ग
के आर्थिक संस्थािङ विभागबाट कसरी फरेन करेन्सी सटही गर्न सकिन्छ ?,"नेपाली नागरिकलाई भारतबाहेक अन्य मुलुकहरुको भ्रमणमा जाँदा आवश्यक पर्ने कागजात तथा यस बैंकले तोकेको अन्य आवश्यक कागजातको आधारमा विदेशी मुद्राको नगद मौज्दातको अवस्था हेरी प्रतिपटक अधिकतम अमेरिकी डलर २५००।– वा सोबराबरको परिवर्त्य विदेशी मुद्रा बैंकिङ विभागबाट सटही गर्न सकिन्छ । तर, यस्तो सटही सुविधा एक वर्षमा २ पटक नबढ्ने गरी मात्र प्रदान हुनेछ । साथै, कुनै पनि नेपाली नागरिकसँग भएको विदेशी मुद्रा सटही गर्न आम्दानीको स्रोत खुलेको विवरण, राहदानीको छविचित्र र तोकिएको अन्य कागजातसहित यस बैंकको बैंकिङ विभागमा सम्पर्क गर्नुपर्नेछ । बैंकिङ विभागले अधिकतम अमेरिकी डलर ५,०००।– सटही गरी ने.रु. उपलब्ध गराउनेछ । View More",मुद्रा तथा बैंकिङ्ग
बैंकिङ विभागबाट कसरी विदेशी मुद्रा सटही गर्न सके कारणले्छ  सम्बन्धमा प्रकाश पार्नुहोस् ?,"नेपाली नागरिकलाई भारतबाहेक अन्य मुलुकहरुको भ्रमणमा जाँदा आवश्यक पर्ने कागजात तथा यस बैंकले तोकेको अन्य आवश्यक कागजातको आधारमा विदेशी मुद्राको नगद मौज्दातको अवस्था हेरी प्रतिपटक अधिकतम अमेरिकी डलर २५००।– वा सोबराबरको परिवर्त्य विदेशी मुद्रा बैंकिङ विभागबाट सटही गर्न सकिन्छ । तर, यस्तो सटही सुविधा एक वर्षमा २ पटक नबढ्ने गरी मात्र प्रदान हुनेछ । साथै, कुनै पनि नेपाली नागरिकसँग भएको विदेशी मुद्रा सटही गर्न आम्दानीको स्रोत खुलेको विवरण, राहदानीको छविचित्र र तोकिएको अन्य कागजातसहित यस बैंकको बैंकिङ विभागमा सम्पर्क गर्नुपर्नेछ । बैंकिङ विभागले अधिकतम अमेरिकी डलर ५,०००।– सटही गरी ने.रु. उपलब्ध गराउनेछ । View More",मुद्रा तथा बैंकिङ्ग
बैंकिङ विभागबाट के प्रकारको विधिले विदेशी मुद्रा सटही गर्न सके कारणले्छ ?,"नेपाली नागरिकलाई भारतबाहेक अन्य मुलुकहरुको भ्रमणमा जाँदा आवश्यक पर्ने कागजात तथा यस बैंकले तोकेको अन्य आवश्यक कागजातको आधारमा विदेशी मुद्राको नगद मौज्दातको अवस्था हेरी प्रतिपटक अधिकतम अमेरिकी डलर २५००।– वा सोबराबरको परिवर्त्य विदेशी मुद्रा बैंकिङ विभागबाट सटही गर्न सकिन्छ । तर, यस्तो सटही सुविधा एक वर्षमा २ पटक नबढ्ने गरी मात्र प्रदान हुनेछ । साथै, कुनै पनि नेपाली नागरिकसँग भएको विदेशी मुद्रा सटही गर्न आम्दानीको स्रोत खुलेको विवरण, राहदानीको छविचित्र र तोकिएको अन्य कागजातसहित यस बैंकको बैंकिङ विभागमा सम्पर्क गर्नुपर्नेछ । बैंकिङ विभागले अधिकतम अमेरिकी डलर ५,०००।– सटही गरी ने.रु. उपलब्ध गराउनेछ । View More",मुद्रा तथा बैंकिङ्ग
औषधोपचार प्रयोजनका लागि भारत भ्रमणमा जाँदा कतिसम्म भारतीय रूपये सटही गर्न सकिन्छ ?,"औषधोपचारका लागि भारत भ्रमणमा जाँदा नेपालमा मान्यताप्राप्त रजिष्टर्ड डाक्टरको सिफारिस भएको सक्कल कागजातसहित बिरामी आफैं वा निज उपस्थित हुन नसकेको अवस्थामा निजका आफन्तलाई यस बैंकमा रहेको भा.रु. नगद मौज्दातको अवस्था हेरी अधिकतम भा.रू. २५,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
औषधोपचार प्रयोजनका लागि भारत भ्रमणमा जाँदा कति मात्रासम्म भारतीय रूपये सटही गर्न सकुन कारणले्छ ?,"औषधोपचारका लागि भारत भ्रमणमा जाँदा नेपालमा मान्यताप्राप्त रजिष्टर्ड डाक्टरको सिफारिस भएको सक्कल कागजातसहित बिरामी आफैं वा निज उपस्थित हुन नसकेको अवस्थामा निजका आफन्तलाई यस बैंकमा रहेको भा.रु. नगद मौज्दातको अवस्था हेरी अधिकतम भा.रू. २५,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
के औषधोपचार प्रयोजनका लागि भारत भ्रमणमा जाँदा कति मात्रासम्म भारतीय रूपये सटही गर्न सम्भव छ ?,"औषधोपचारका लागि भारत भ्रमणमा जाँदा नेपालमा मान्यताप्राप्त रजिष्टर्ड डाक्टरको सिफारिस भएको सक्कल कागजातसहित बिरामी आफैं वा निज उपस्थित हुन नसकेको अवस्थामा निजका आफन्तलाई यस बैंकमा रहेको भा.रु. नगद मौज्दातको अवस्था हेरी अधिकतम भा.रू. २५,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
औषधोपचार प्रयोजनका लागि भारत भ्रमणमा जाँदा कतिसम्म भारतीय रूपये सटही सम्पादन गर्न गर्न सकिन्छ  सम्बन्धमा प्रकाश पार्नुहोस् ?,"औषधोपचारका लागि भारत भ्रमणमा जाँदा नेपालमा मान्यताप्राप्त रजिष्टर्ड डाक्टरको सिफारिस भएको सक्कल कागजातसहित बिरामी आफैं वा निज उपस्थित हुन नसकेको अवस्थामा निजका आफन्तलाई यस बैंकमा रहेको भा.रु. नगद मौज्दातको अवस्था हेरी अधिकतम भा.रू. २५,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
औषधोपचार प्रयोजनका लागि भारत भ्रमणमा जाँदा कति रकमसम्म भारतीय रूपये सटही गर्न सके प्रकारको कारणले गर्दा्छ ?,"औषधोपचारका लागि भारत भ्रमणमा जाँदा नेपालमा मान्यताप्राप्त रजिष्टर्ड डाक्टरको सिफारिस भएको सक्कल कागजातसहित बिरामी आफैं वा निज उपस्थित हुन नसकेको अवस्थामा निजका आफन्तलाई यस बैंकमा रहेको भा.रु. नगद मौज्दातको अवस्था हेरी अधिकतम भा.रू. २५,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
"अध्ययन, तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा कति भारतीय रूपये सटही गर्न सकिन्छ ?","अध्ययन तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा भारतीय रूपये सटही गर्न सकिन्छ । यसको लागि भ्रमणमा जाने उद्देश्य स्पष्ट हुने कागजात, हवाई, रेल वा बसको टिकटलगायतको आधारमा आवश्यकता र औचित्यलाई समेत दृष्टिगत गरी प्रतिव्यक्ति अधिकतम भा.रू. १०,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
"अध्ययन, तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा कति मात्रा भारतीय रूपये सटही गर्न सम्भव छ ?","अध्ययन तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा भारतीय रूपये सटही गर्न सकिन्छ । यसको लागि भ्रमणमा जाने उद्देश्य स्पष्ट हुने कागजात, हवाई, रेल वा बसको टिकटलगायतको आधारमा आवश्यकता र औचित्यलाई समेत दृष्टिगत गरी प्रतिव्यक्ति अधिकतम भा.रू. १०,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
"अध्ययन, तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा कति भारतीय रूपये सटही गर्न सकुन प्रकारका कारणले्छ सम्बन्धमा जानकारी दिनुहोस् ?","अध्ययन तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा भारतीय रूपये सटही गर्न सकिन्छ । यसको लागि भ्रमणमा जाने उद्देश्य स्पष्ट हुने कागजात, हवाई, रेल वा बसको टिकटलगायतको आधारमा आवश्यकता र औचित्यलाई समेत दृष्टिगत गरी प्रतिव्यक्ति अधिकतम भा.रू. १०,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
"अध्ययन, तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा कति रकम भारतीय रूपये सटही गर्न सके कारणले्छ  बारे बताउनुहोस् ?","अध्ययन तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा भारतीय रूपये सटही गर्न सकिन्छ । यसको लागि भ्रमणमा जाने उद्देश्य स्पष्ट हुने कागजात, हवाई, रेल वा बसको टिकटलगायतको आधारमा आवश्यकता र औचित्यलाई समेत दृष्टिगत गरी प्रतिव्यक्ति अधिकतम भा.रू. १०,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
"अध्ययन, तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा कुन प्रकारका परिमाण भारतीय रूपये सटही गर्न सकस्तो कारणले गर्दा्छ ?","अध्ययन तीर्थयात्रा लगायत अन्य प्रयोजनका लागि भारत भ्रमणमा जाँदा भारतीय रूपये सटही गर्न सकिन्छ । यसको लागि भ्रमणमा जाने उद्देश्य स्पष्ट हुने कागजात, हवाई, रेल वा बसको टिकटलगायतको आधारमा आवश्यकता र औचित्यलाई समेत दृष्टिगत गरी प्रतिव्यक्ति अधिकतम भा.रू. १०,०००।– सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
भारतीय नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र बैंकबाट के व्यवस्था गरिएको छ ?,"नेपाल राष्ट्र बैंकबाट भारतीय नागरिकहरूलाई समेत भारतीय रूपैंया सटही प्रदान गरिन्छ । विभिन्न पेशा व्यवसाय तथा अन्य कारणले नेपालमा रहेका भारतीय नागरिकहरूलाई निजको परिचय खुल्ने सक्कल कागजात, आवश्यकता र औचित्यको आधारमा सामान्यतया एक हप्तामा एकपटकमा बढीमा भारतीय रूपैयाँ ५,०००।- सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
भारतीय नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र वित्तीय निकायबाट के व्यवस्था गरिएको छ ?,"नेपाल राष्ट्र बैंकबाट भारतीय नागरिकहरूलाई समेत भारतीय रूपैंया सटही प्रदान गरिन्छ । विभिन्न पेशा व्यवसाय तथा अन्य कारणले नेपालमा रहेका भारतीय नागरिकहरूलाई निजको परिचय खुल्ने सक्कल कागजात, आवश्यकता र औचित्यको आधारमा सामान्यतया एक हप्तामा एकपटकमा बढीमा भारतीय रूपैयाँ ५,०००।- सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
भारतीय नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र वित्तीय इन्स्टिच्युसनबाट के व्यवस्था गरिएको छ सम्बन्धमा जानकारी दिनुहोस् ?,"नेपाल राष्ट्र बैंकबाट भारतीय नागरिकहरूलाई समेत भारतीय रूपैंया सटही प्रदान गरिन्छ । विभिन्न पेशा व्यवसाय तथा अन्य कारणले नेपालमा रहेका भारतीय नागरिकहरूलाई निजको परिचय खुल्ने सक्कल कागजात, आवश्यकता र औचित्यको आधारमा सामान्यतया एक हप्तामा एकपटकमा बढीमा भारतीय रूपैयाँ ५,०००।- सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
भारतीय नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र बैंकबाट कुन कुरा नीति गरिएको छ  सम्बन्धमा प्रकाश पार्नुहोस् ?,"नेपाल राष्ट्र बैंकबाट भारतीय नागरिकहरूलाई समेत भारतीय रूपैंया सटही प्रदान गरिन्छ । विभिन्न पेशा व्यवसाय तथा अन्य कारणले नेपालमा रहेका भारतीय नागरिकहरूलाई निजको परिचय खुल्ने सक्कल कागजात, आवश्यकता र औचित्यको आधारमा सामान्यतया एक हप्तामा एकपटकमा बढीमा भारतीय रूपैयाँ ५,०००।- सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
भारतीय नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र बैंकिङ संस्थाबाट कुन कुरा नीति गरिएको छ ?,"नेपाल राष्ट्र बैंकबाट भारतीय नागरिकहरूलाई समेत भारतीय रूपैंया सटही प्रदान गरिन्छ । विभिन्न पेशा व्यवसाय तथा अन्य कारणले नेपालमा रहेका भारतीय नागरिकहरूलाई निजको परिचय खुल्ने सक्कल कागजात, आवश्यकता र औचित्यको आधारमा सामान्यतया एक हप्तामा एकपटकमा बढीमा भारतीय रूपैयाँ ५,०००।- सम्म सटही सुविधा प्रदान गर्न सकिन्छ । View More",मुद्रा तथा बैंकिङ्ग
नेपाली नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र बैंकबाट के व्यवस्था गरिएको छ ?,"नेपाली नागरिकहरूका हकमा नागरिकता वा नेपाल सरकारले जारी गरेका अन्य परिचयपत्रहरूको सक्कल कागजातका आधारमा दुर्इ हप्तामा अधिकतम भारतीय रूपैयाँ १०,०००।- सम्म सटही गर्न सकिने व्यवस्था छ । View More",मुद्रा तथा बैंकिङ्ग
नेपाली नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र बैंकिङ कम्पनीबाट के व्यवस्था गरिएको छ ?,"नेपाली नागरिकहरूका हकमा नागरिकता वा नेपाल सरकारले जारी गरेका अन्य परिचयपत्रहरूको सक्कल कागजातका आधारमा दुर्इ हप्तामा अधिकतम भारतीय रूपैयाँ १०,०००।- सम्म सटही गर्न सकिने व्यवस्था छ । View More",मुद्रा तथा बैंकिङ्ग
के नेपाली नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र वित्तीय संस्थाबाट के प्रावधान गरिएको छ ?,"नेपाली नागरिकहरूका हकमा नागरिकता वा नेपाल सरकारले जारी गरेका अन्य परिचयपत्रहरूको सक्कल कागजातका आधारमा दुर्इ हप्तामा अधिकतम भारतीय रूपैयाँ १०,०००।- सम्म सटही गर्न सकिने व्यवस्था छ । View More",मुद्रा तथा बैंकिङ्ग
नेपाली नागरिकहरूका लागि भारतीय रूपैयाँ सटही सम्बन्धमा नेपाल राष्ट्र आर्थिक इन्स्टिच्युसनबाट के व्यवस्था गरिएको छ  भनेर जानकारी दिनुहोस् ?,"नेपाली नागरिकहरूका हकमा नागरिकता वा नेपाल सरकारले जारी गरेका अन्य परिचयपत्रहरूको सक्कल कागजातका आधारमा दुर्इ हप्तामा अधिकतम भारतीय रूपैयाँ १०,०००।- सम्म सटही गर्न सकिने व्यवस्था छ । View More",मुद्रा तथा बैंकिङ्ग
नेपाली नागरिकहरूका लागि भारतीय रूपैयाँ सटही बारेमा नेपाल राष्ट्र आर्थिक इन्स्टिच्युसनबाट के व्यवस्था गरिएको छ ?,"नेपाली नागरिकहरूका हकमा नागरिकता वा नेपाल सरकारले जारी गरेका अन्य परिचयपत्रहरूको सक्कल कागजातका आधारमा दुर्इ हप्तामा अधिकतम भारतीय रूपैयाँ १०,०००।- सम्म सटही गर्न सकिने व्यवस्था छ । View More",मुद्रा तथा बैंकिङ्ग
नेपाल राष्ट्र बैंकको बैंकिङ विभागबाट र्सवसाधारणले के कस्ता सुविधा पाउन सक्दछन् ?,नेपाल राष्ट्र बैंकको बैंकिङ विभागबाट र्सवसाधारणले मुख्य रूपमा भारतीय रूपैयाँ तथा विदेशी मुद्रा सटही सुविधा पाउँदछन् । View More,मुद्रा तथा बैंकिङ्ग
नेपाल राष्ट्र वित्तीय संस्थाको बैंकिङ विभागबाट र्सवसाधारणले के कस्ता फ्यासिलिटी पाउन सक्दछन् ?,नेपाल राष्ट्र बैंकको बैंकिङ विभागबाट र्सवसाधारणले मुख्य रूपमा भारतीय रूपैयाँ तथा विदेशी मुद्रा सटही सुविधा पाउँदछन् । View More,मुद्रा तथा बैंकिङ्ग
नेपाल राष्ट्र वित्तीय इन्स्टिच्युसनको बैंकिङ विभागबाट र्सवसाधारणले के कस्ता सुविधा पाउन सक्दछन् सम्बन्धमा जानकारी दिनुहोस् ?,नेपाल राष्ट्र बैंकको बैंकिङ विभागबाट र्सवसाधारणले मुख्य रूपमा भारतीय रूपैयाँ तथा विदेशी मुद्रा सटही सुविधा पाउँदछन् । View More,मुद्रा तथा बैंकिङ्ग
नेपाल राष्ट्र वित्तीय कम्पनीको बैंकिङ विभागबाट र्सवसाधारणले के कस्ता सुविधा पाउन सक्दछन्  सम्बन्धमा प्रकाश पार्नुहोस् ?,नेपाल राष्ट्र बैंकको बैंकिङ विभागबाट र्सवसाधारणले मुख्य रूपमा भारतीय रूपैयाँ तथा विदेशी मुद्रा सटही सुविधा पाउँदछन् । View More,मुद्रा तथा बैंकिङ्ग
नेपाल राष्ट्र आर्थिक निकायको बैंकिङ विभागबाट र्सवसाधारणले के कुरा कस्ता सुविधा पाउन सक्दछन् ?,नेपाल राष्ट्र बैंकको बैंकिङ विभागबाट र्सवसाधारणले मुख्य रूपमा भारतीय रूपैयाँ तथा विदेशी मुद्रा सटही सुविधा पाउँदछन् । View More,मुद्रा तथा बैंकिङ्ग
नेपाली मुद्राको छपाइ कसरी गरिन्छ ?,नेपाली मुद्राको छपाइ अन्तराष्ट्रिय बोलपत्रका माध्यमबाट सुरक्षण मुद्रण कम्पनी (Security Printing Company) छनौट गरी सोही कम्पनीमार्फ् गरिन्छ । View More,मुद्रा तथा बैंकिङ्ग
नेपाली मुद्राको छपाइ के कस्ता तरिकाले गरिन्छ ?,नेपाली मुद्राको छपाइ अन्तराष्ट्रिय बोलपत्रका माध्यमबाट सुरक्षण मुद्रण कम्पनी (Security Printing Company) छनौट गरी सोही कम्पनीमार्फ् गरिन्छ । View More,मुद्रा तथा बैंकिङ्ग
नेपाली मुद्राको रहेको छपाइ कुन तरिकाले गरिन्छ सम्बन्धमा जानकारी दिनुहोस् ?,नेपाली मुद्राको छपाइ अन्तराष्ट्रिय बोलपत्रका माध्यमबाट सुरक्षण मुद्रण कम्पनी (Security Printing Company) छनौट गरी सोही कम्पनीमार्फ् गरिन्छ । View More,मुद्रा तथा बैंकिङ्ग
नेपाली मुद्राको छपाइ कस्तो विधिले गरिन्छ  बारे बताउनुहोस् ?,नेपाली मुद्राको छपाइ अन्तराष्ट्रिय बोलपत्रका माध्यमबाट सुरक्षण मुद्रण कम्पनी (Security Printing Company) छनौट गरी सोही कम्पनीमार्फ् गरिन्छ । View More,मुद्रा तथा बैंकिङ्ग
नेपाली मुद्राको अवस्था छपाइ कुन प्रकारका तरिकाले गरिन्छ ?,नेपाली मुद्राको छपाइ अन्तराष्ट्रिय बोलपत्रका माध्यमबाट सुरक्षण मुद्रण कम्पनी (Security Printing Company) छनौट गरी सोही कम्पनीमार्फ् गरिन्छ । View More,मुद्रा तथा बैंकिङ्ग
नोटको सुरक्षा कसरी गर्न सकिन्छ ?,"नोटको सुरक्षा गर्न नोटलाई सकभर वालेट वा पर्समा नपट्याइकन राख्ने, कुनै पनि प्रकारको रङ नलगाउने गर्नुपर्दछ । नोटमा जथाभावी लेख्नु हुँदैन । त्यस्तै, नोटमा केरमेट गर्ने, च्यात्ने, स्टिच गर्ने, टाँस गर्ने जस्ता नोटको क्षति हुने तथा आयु घट्ने कार्य गर्नुहुँदैन । View More",मुद्रा तथा बैंकिङ्ग
नोटको सुरक्षा कसरी गर्नका लागि सके कारणले्छ ?,"नोटको सुरक्षा गर्न नोटलाई सकभर वालेट वा पर्समा नपट्याइकन राख्ने, कुनै पनि प्रकारको रङ नलगाउने गर्नुपर्दछ । नोटमा जथाभावी लेख्नु हुँदैन । त्यस्तै, नोटमा केरमेट गर्ने, च्यात्ने, स्टिच गर्ने, टाँस गर्ने जस्ता नोटको क्षति हुने तथा आयु घट्ने कार्य गर्नुहुँदैन । View More",मुद्रा तथा बैंकिङ्ग
कसरी नोटको सुरक्षा कसरी गर्न सके कारणले्छ ?,"नोटको सुरक्षा गर्न नोटलाई सकभर वालेट वा पर्समा नपट्याइकन राख्ने, कुनै पनि प्रकारको रङ नलगाउने गर्नुपर्दछ । नोटमा जथाभावी लेख्नु हुँदैन । त्यस्तै, नोटमा केरमेट गर्ने, च्यात्ने, स्टिच गर्ने, टाँस गर्ने जस्ता नोटको क्षति हुने तथा आयु घट्ने कार्य गर्नुहुँदैन । View More",मुद्रा तथा बैंकिङ्ग
नोटको सुरक्षा कस्तो विधिले गर्न सकुन कारणले्छ  भनेर जानकारी दिनुहोस् ?,"नोटको सुरक्षा गर्न नोटलाई सकभर वालेट वा पर्समा नपट्याइकन राख्ने, कुनै पनि प्रकारको रङ नलगाउने गर्नुपर्दछ । नोटमा जथाभावी लेख्नु हुँदैन । त्यस्तै, नोटमा केरमेट गर्ने, च्यात्ने, स्टिच गर्ने, टाँस गर्ने जस्ता नोटको क्षति हुने तथा आयु घट्ने कार्य गर्नुहुँदैन । View More",मुद्रा तथा बैंकिङ्ग
के नोटको सुरक्षा कुन तरिकाले गर्न सके प्रकारको कारणले गर्दा्छ ?,"नोटको सुरक्षा गर्न नोटलाई सकभर वालेट वा पर्समा नपट्याइकन राख्ने, कुनै पनि प्रकारको रङ नलगाउने गर्नुपर्दछ । नोटमा जथाभावी लेख्नु हुँदैन । त्यस्तै, नोटमा केरमेट गर्ने, च्यात्ने, स्टिच गर्ने, टाँस गर्ने जस्ता नोटको क्षति हुने तथा आयु घट्ने कार्य गर्नुहुँदैन । View More",मुद्रा तथा बैंकिङ्ग
नोट कोष भनेको के हो ?,"“नोटकोष” भन्नाले नेपाल राष्ट्र बैंकले नेपालभर नेपाली रुपैयाँको सहज आपुर्तिको लागि खडा गरेको कोषलाई सम्झनु पर्छ । हाल नेपाल अधिराज्यभर नेपाल राष्ट्र बैंकको ८, राष्ट्रिय वाणिज्य बैंकको ४५, र नेपाल बैंक लिमिटेडको २६ गरी जम्मा ७९ नोट कोषहरू रहेका छन् । यस्तो नोटकोष सामान्यतयाः जिल्ला सदरमुकाममा अवस्थित सरकारी कारोबार गर्ने बैंकमा रहेको हुन्छ । View More",मुद्रा तथा बैंकिङ्ग
